listing_id,id,date,reviewer_id,reviewer_name,comments
2894591,17328240,2014-08-10,18456052,Margy,"Sue was very accommodating to our schedule, we came in late.  She even suggested good restaurants near by to eat at.  The neighborhood was amazing and very beautiful.  She is set at the bottom of a very picturesque hill.  She has beautiful wildlife and animals in her backyard.  She also has  couple house cats, which were very sweet and loving (I loved being with  them).   The house was very clean and cozy.  We really felt at home with Sue.  Out of all of the places on this trip, Sues was the homiest.  We really enjoyed chatting with Sue and she was a great hostess.  She woke up in the morning and had breakfast going for us and made sure there was something for both of us.  The only improvements we could suggest was that we personally felt the bed was too soft.  As a small heads up, we are bit of night owls and our room was right next to  hers, so we had to be cognizant of the fact we had a shared wall and had to use headphones to watch a movie."
2894591,19703908,2014-09-16,12234254,Debbie + Kirk,"Kirk says his stay has been great!  Sue welcomes you into her home, like family.  She is a wonderful host!  Wonderful neighborhood.  
The bed is as good as a fine hotel or better, right along with the pillows.

Area is easy access to everything in Salem."
2894591,21314472,2014-10-14,22059304,Ben,Great. Recommended.
2894591,21735343,2014-10-22,12433552,Anne,"Excellent, thank you Sue, great neighborhood, super clean, most awesome bed!, great company, sweet treats, just so perfect, thank you so much for opening your home to travelers, it is a great retreat spot in Salem."
2894591,22129454,2014-10-30,22937427,Sherpa,"   Our stay in Salem with our host Sue Peck was enjoyable and very peaceful. The wooded area lent itself to a feeling of being in a private nature reserve. Our hostess was very gracious and made our stay relaxing and restful. Our bedroom was clean and comfortable. The breakfast the following morning was an unexpected serendipity.
   We would gladly stay  with our host again when in the Salem area and would recommend others reserving  with her as well.

 (Website hidden by Airbnb) Appreciatively,  The Taylors"
2894591,22612551,2014-11-10,3480225,Adina,"Sue has been a very friendly host! Her house is full of light, comfortable, clean and set in a very beautiful neighborhood with forest and wild life! 
She is concerned with details to make you feel welcome ( water bottle and chocolate in the bedroom, hotel like toiletries in the bathroom, rich breakfast with cereals, pastries, fruit, coffee, tea  ) ! The bathroom is right across the hall  from the bedroom door and has a nice big shower cabin! 
She has two cats, but there is no cat hair around the house whatsoever!
She was very nice to even give me a ride in town to meet my friend one day!
Thank you very much, Sue"
2894591,22687477,2014-11-11,23458951,Steve,"This was my first experience with Airbnb.  Since we were only going to be in Salem one night, my wife & I decided to try it  out.  We had a wonderful experience!  We found Sue to be a delightful hostess, her home is warm, inviting and nicely decorated. And the bedroom and bed were both very comfortable. My wife & I both had a very restful night sleep.  We selected this listing based upon previous reviews, and found them to be both accurate and very helpful in making our selection.  We had a relaxing stay and would not hesitate to return again in the future if given the opportunity.  Thank you Sue.  We give our highest recommendation to you."
2894591,23292943,2014-11-28,2082721,Jody,Sue has a beautiful house nestled next to a woodsy area. It was so beautiful to watch all of the birds coming to feed. Her place is impeccably clean and well appointed. The bedroom was comfy and perfect as was our private bathroom. We wanted for nothing. A Great experience and the perfect way for us to visit family for Thanksgiving. 
2894591,23419928,2014-11-30,22549607,Alex,"She is amazing! What a gracious host and a really good person. I know that is strange to say without knowing someone very long. But she truly opened her house and herself as well. This is important in a trip to a place where you do not know anyone, it truly puts a good vibe right off the bat to the trio. The breakfast was great and the view and conversation went well with it. I appreciate all the warm hospitality and I will be back!!"
2894591,25898195,2015-01-29,23257638,Amy,"Sue was a fantastic host! She was incredibly hospitable. It was a very friendly environment. The room was quiet and dark, the bed was comfortable and the neighborhood was in a great part of town. I highly recommend visiting Sue! The site description was accurate."
2894591,26969964,2015-02-22,10769152,Dennis R,"Excellent experience! I went back for another 3 nights. Sue is a gracious, accommodating, and generous. I would highly highly recommend I stay. Wild critter watchers this is your place!"
2894591,27973588,2015-03-15,9836142,Morning Star,Sue was a wonderful host and very good about communication.   She opened her home to me as she would to a long lost friend.  Her home is spotless and in a lovely setting.  She has resident cats which were a treat for me.  The room was warm and cozy with a very comfortable bed.
2894591,28195255,2015-03-19,28312860,Mary Ann,"Sue is very personable and gracious.  Her home is quiet, clean and comfortable.  I would stay there again. "
2894591,28453570,2015-03-23,13699281,Jennifer,Sue was unusually welcoming and friendly. She insisted upon staying up until 11pm to greet us after our long drive. She offered to help with our luggage and made sure we had everything we needed or wanted throughout our stay. Her house is very clean and organized and in a pretty location looking out on woods. 
2894591,28617594,2015-03-27,5592149,Kelsey,"Sue has a lovely home in a beautiful, quiet neighborhood with two sweet kitties and a wonderful backyard view full of squirrels and birds. Her home is very clean and inviting and Sue was so kind and wonderful to talk to and even stayed up very late to great me when I arrived.  She made me feel right at home in Salem and even had some lovely local treats in the room for me. The room and bed were extremely comfy and I had a wonderful stay. I highly recommend Sue's place to stay if you are traveling through Salem. "
2894591,29248278,2015-04-05,14998445,Christopher,"My buddy and I stayed at Sue's place for 1 night, and would definitely do it again. 
She is a wonderfull person and host, and she opened her home like we were family, right from the start. She provided us with treats and drinks while we told stories and watched the sportschannels.
We also got a lot of local advise for our road-trip, we recommend to anyone who goes trough Salem, to stay at Sue's."
2894591,29591002,2015-04-09,6955867,Alan,"What a great Salem place. Plenty green forest and river. Close to the natural food stores and good pubs.
Sue was like right away family, someone to be glad to be with. And her place - so clean and homey. Really enjoyed the cat friends inside and the birds and squirrels outside. Sue and her place is an excellent choice."
2894591,29645687,2015-04-10,30613863,Cristina,"Sue is a sweet and kind lady, and we enjoyed talking to her during at our stay.  We felt very welcomed at her house.  She demonstrated to be a very patient and understanding person when my daughter dropped her coffee in the carpet by accident. Her house is very tidy, cozy and homy.  It is nice to see out the windows as the house property is surrounded by forest, and you can see birds and squirrels.  The bathroom was very clean.  The bed was very confortable, and the room size was large enough.  In the morning she provided us with a delicious coffee cake that she got at a special local bakery. "
2894591,29886113,2015-04-13,15809141,"Thomas (""Andy"")",Sue was a great host. She is also a charming person.  Her home is lovely and spotless in a very nice neighborhood. The room is directly across the hallway from the guest bathroom which is very convenient. And she makes great coffee. I will definitely stay with Sue again next time I am in Salem.
2894591,30111980,2015-04-17,29765753,Sally,"Sue was a perfect host for our short stay. She greeted us warmly and made us feel right at home. The bed was very comfortable, bathroom spotless, everything was as described - quiet and cozy. Coffee and tasty scones in the morning and we were on our way.  We will surely stay with Sue the next time we are in Salem."
2894591,30575957,2015-04-24,31028844,Robyn,"A really pretty neighborhood with a delightful host.  Reasonably close to downtown Salem, and Sue's home is clean, cozy and very quiet.  There are lovely views from the living room windows of all the squirrels, birds and cats in the woods."
2894591,31014402,2015-04-30,31731984,Ariane,Sue was a gracious host. She made us feel very welcome. Her home is very cozy and the backyard was so beautiful. The bed was very comfortable and made for a good nights sleep. Sue even talked sports with my hubby:). Definitely recommend her place.
2894591,31749029,2015-05-09,32599363,Sandra,"Sue is a wonderful host with a very nice home to share with fellow travelers. I enjoy my stay with Sue and our conversations. The house is exactly as what Sue describes, a quiet and cozy home, that I had the privilege of staying during my short visit to the Salem area. "
2894591,32516024,2015-05-19,26006184,Lisl,Sue was a wonderful host and made us feel very welcome and comfortable! Her house and guestroom/-bathroom are spotless and very nicely appointed. We thoroughly enjoyed our stay!  
2894591,32764577,2015-05-21,4256178,Jennifer,Staying with Sue was great. She was accommodating even with my later than expected arrival. The room was just as pictured and Sue even sets aside a small bar of locally made soap for her Airbnb guests. The whole stay went easily and I would recommend staying with Sue.
2894591,33126790,2015-05-25,29931723,Ashley,"Sue was a wonderful host, she made me feel welcome and comfortable. We had some great conversation and meals together. I'll be staying again in a few weeks! "
2894591,33612405,2015-05-30,33293320,Jolynn,"Sue was an exceptional host. Her home was, as listed, quiet, cozy and oh so cute! She was extremely responsive to my emails and graciously allowed me a midnight arrival and an early Saturday morning departure, even though they're both super inconvenient. Her private guest room was clean, well lit and neutrally decorated. The bed was crazy comfortable! The private bathroom was also very clean and she kindly gifted me a bar of specially made soap for use during my stay. 
"
2894591,34365266,2015-06-07,34589083,Gina,I didn't stay with Sue but reserve a stay for an other person.  Sue was so nice and went out of her way to make this guest comfortable and welcomed.  Her home us lovely and clean.  Very nice garden and surrounding areas
2894591,34748518,2015-06-11,10952700,Meghan,Lovely house that was very clean and well loved. Thoughtful hostess who was very accommodating with offering breakfast / coffee and tea. And some very sweet cats. Nice leafy neighborhood.
2894591,35208227,2015-06-16,25404265,Luanne,"She was friendly, showed us to a welcoming clean room and bathroom, pointed out the breakfast items (delicious) in the kitchen, and we were delighted with the fresh flowers and chocolate truffles in our room.  She also gave us perfect suggestions of things to do.
The reality was even better than the description, and the neighborhood is beautiful, safe and quiet.
"
2894591,35569546,2015-06-20,29931723,Ashley,"Great time again at Sue's place. She is a wonderful host and cook, with a comfortable and clean home."
2894591,45460294,2015-09-03,29251294,Suzanne,"I stayed with Sue all summer, and I had a wonderful experience.  Her home is extremely nice and inviting.  Her home is also very clean.  I loved the room that I stayed in.  I thought the bed was extremely comfortable.  Sue was a real pleasure to stay with.  I enjoyed having someone fun to talk to when my day was over.  I am positive that when I go back, I will be going to visit Sue again.  Plus, I enjoyed Sue's cooking.  :)  Thank you for such a wonderful summer and all the  laughs!!!"
2894591,45645052,2015-09-04,4843659,Katherine,"I had a wonderful experience at Sue's home.  Sue is delightful and welcoming, and her home is lovely, very clean and comfortable."
2894591,45703464,2015-09-05,19631566,Robert,"Sue is a great hostess and provides very comfortable accommodations. She was able to accommodate our arrival check-in time by having a family member meet us, and warned us about some construction that could have made getting to her house a little challenging for a first-time visitor. After checking in, we were out a little late, and Sue stayed up late to greet us and socialize for a while. 

She no problem welcoming our puppy into her house, which was a huge plus for us. All in all, I'd thoroughly recommend Sue's home. We don't have a reason to go back to Salem any time soon, but we rather wish we did."
2894591,45903854,2015-09-06,43213886,Katie,"We had a lovely stay at Sue's home. We were not there for very long, but she was friendly and made us feel welcome. The room was clean and the house was in a quiet neighborhood. My friend and I had to leave early the next morning, but Sue offered breakfast to take on the road with us. Again, we had a perfect stay and could not have asked for more. "
2894591,46907811,2015-09-14,189461,LinMarie,"Sue's welcome began with helping me navigate the road construction and detours enroute to her home, and ended with our sharing shrimp tacos and a cliffhanger Sunday night NFL game. 

Sue's sweet space is definitely as billed, quiet and cozy, comfortable and in a gorgeous serene wooded environment. Her two kitties, Mr. Big and Cricket, are dear personalities, too. 

Her home reflects her family, her travels, and her passions, and I enjoyed getting to know her and learn about the city she's called home for 30 years. 

I can't recommend Sue enough as a host, right down to the decadent chocolate truffle and locally made natural soaps. "
2894591,47236224,2015-09-16,10952700,Meghan,"Sue is such a lovely host and a treat to stay with. She is friendly, warm, and really considerate. At the same time, if I need to curl up and work she is very accommodating. Her house is lovely, clean, and fresh. She has two sweet cats. I love staying with Sue! I just wish she wasn't always booked. :)"
2894591,47829216,2015-09-21,327297,David,"This was a very restful retreat, we loved the open welcome from Sue and her wonderful hospitality from the great coffee to the restful, delightful, quiet bedroom plus the animated squirrels and birds which filled the outside with a symphony of delightful entertainment from the beautiful picturesque windows of the dinning area. A wonderful host and superb stay, both close to parks and Salem Central."
2894591,47942756,2015-09-21,39977197,Phelan,"Sue was extremely gracious. In fact, out of all of the AirBnB places we went to (all were great btw), Sue's was the best! She and her cats were extremely accommodating and we loved the atmosphere of her home. Sue always had clean towels on hand and even supplied us with individual boutique soap bars and truffles to snack on! She even made us breakfast fruit muffins, sliced oranges, and coffee while we thoroughly enjoyed eating breakfast while watching birds and squirrels feed in her well established backyard.

We would highly recommend staying here as her experience with AirBnB and her hospitality were beyond reproach. Thanks Sue!"
2894591,48369972,2015-09-25,3676259,Sarah,"Best Airbnb Host Ever! We went out to dinner, so much fun! Also she did my laundry which I could not believe! If there was 10 stars she would receive everyone!"
2894591,48419395,2015-09-26,42646951,Austin,"Sue was very nice and her home was clean and welcoming. There were lovely extras such as homemade soap and chocolate truffles. The quiet, and the most comfortable bed I've ever slept on, made for a great night sleep. "
2894591,48646999,2015-09-27,23398723,Shelby,"Sue was great about my later in the evening arrival time. True to her profile, and a few of her reviews, we spent a little time watching some college football games finish up , and she was very kind about listening to some of my day which was spent with my son's college soccer team at a game. I was exhausted; so was happy to go to bed in the very comfortable bed!! As mentioned, there was a most delicious giant truffle, and a spotless bathroom with plenty of towels. I left early for another game; will be back in a couple weeks to enjoy some more conversation with Sue , and enjoy her home set in the trees a little more. "
2894591,49692550,2015-10-05,5023454,Carole,"Sue was truly the perfect host.  She was kind, gracious, and considerate.  And her home is fabulous.  The description was on point; breakfast was a delight.  I highly recommend this listing!!"
2894591,49957015,2015-10-07,10952700,Meghan,"Sue is one of my favorite hosts, and I am lucky enough to stay with her again and again for a reason. As always, a warm and welcoming stay. "
2894591,50726365,2015-10-13,9446593,Michael,The minute I walked in to Sue's house I felt at home. Her house is so cozy and she is such a nice host. I really enjoyed just hanging out and watching football and NASCAR with her. I would definitely stay again! 
2894591,50885146,2015-10-15,35078001,Donald,"Sue was an excellent hostess.  She showed us all around her house and we sat and visited for a while and she made us feel very welcome in her beautiful home.  We had a really nice bedroom with a private bathroom across the hall. Her two cats are gorgeous, by the way.  She left for work the next morning and we locked the door behind us when we left.  That's a lot of trust and you have to respect her for that.  It was an awesome experience.  It was like visiting family."
2894591,50999585,2015-10-16,43449494,Catherine,"My stay with Sue was my first Airbnb experience, and she is an excellent brand ambassador for newbies! Everything went exactly as expected, she was quick to get respond to questions, her home was easy to find, the accommodations were great (super comfy bed!) and Sue was a gracious hostess. Highly recommended!"
2894591,51172190,2015-10-18,23398723,Shelby,"This is my second stay with Sue! It is so beautiful in her area of Salem right now, with all the fall colors. Another very comfortable stay in her beautiful home. Sue so attentive to anything a guest might need. I was there once again for soccer ; so was not around much !  Sue respected that I just needed a good nights sleep, and that delicious  chocolate :-)"
2894591,52098522,2015-10-26,43826452,Kc,"From the moment I booked with Sue I knew we'd have a great stay. I noticed several interests we have in common on her profile - namely favorite sports - and we had a nice exchange via email before arriving. Once there we were made to feel so at home. Sue is a great hostess, easy going and she clearly enjoys her role as an Airbnb host. We loved the comfy bed, the spotless bathroom, and the local bakery goodies she treated us to in the morning, not to mention the fresh berries, coffee, tea and OJ. We greatly appreciated having breakfast at Sue's so we could get on with our busy days in Salem while visiting our son at nearby Willamette University. The real bonus at Sue's is what I called her forest wonderland right outside her numerous windows. All sorts of forest creatures are also treated to Sue's hospitality, so while we sat at her dining room table we were delighted to watch squirrels and birds galore darting about to the many feeders placed in her woodsy backyard. Her two cats joined us in marveling at the intimate display of nature right in front of us. Truly special. The house is at the end of a cul-de-sac in a very pretty residential section of Salem that is an easy drive to and from downtown. We look forward to returning to Sue's on another trip to Salem. "
2894591,53869493,2015-11-13,47940964,Laura,"Sue was very accommodating, the only concern was the last day when she had things to do , i felt a little pressured to leave  early.. Otherwise wonderful host!"
2894591,55026198,2015-11-27,17569226,Jill,We stayed with Sue Thanksgiving night while we were visiting family in Salem.
2894591,56358637,2015-12-12,51038065,Fred,"Sue made us feel very welcome, the description was very accurate and her home is located in a very nice neighborhood.
We loved watching the birds outside her dining room window
while having coffee in the morning. The bed was super comfortable and the bathroom was immaculate with a great shower.
The house was very clean. 
It is apparent that Sue takes being a host very seriously.
We would stay with her again.

"
2894591,56729778,2015-12-17,266880,Cyndy,Sue is a lovely host.  She made me feel very welcome in her home.  The house is in a gorgeous wooded setting and very peaceful.  The bed is comfortable and I slept great.   The location is a short drive to my Salem office and close to amenities like Ventis pub and downtown Salem.  
2894591,57002151,2015-12-20,12932464,Sherry And Terry,"Sue replied to our contact w/ her very quickly! That means a lot when on a road trip. Her home and guest accommodations are a combo of very enjoyable eclectic art and the warmth of her love for family. Fresh, spacious, clean and comfortable in every way. Sue takes great care to make sure everything is just right for her guests! "
2894591,57107487,2015-12-21,10351275,Joe,Sue was a great host and her accommodations were perfect for us.  We are Airbnb host as well so it was nice to compare notes and chat about our similarities and differences.  Sue's home is warm and cozy and beautifully appointed.   The bed was dreamy.  We will definitely keep this spot in mind for our next trip to Salem.  
2894591,60028123,2016-01-18,27781956,Kelly,"Sue is amazing; very genuine and giving! I loved staying at her place. Awesome bed, cozy home, and good coffee :) I thoroughly enjoyed staying here and would highly recommend it to anyone looking for a place in the Salem area! "
2894591,71851945,2016-04-29,49794797,Elizabeth,"Sue was a gracious host and the room was very comfortable.  I stayed with Sue for 3 months on an extended work assignment. I worked long days and left on the weekends. Sue was respectful of my schedule and allowed me space if I was tired and didn't want to talk, but always available for some company (though not intrusive).  Coffee was ready every morning before I went to work and we shared several evening meals together. She offered to have a little breakfast for me (bagel, muffin, etc.) but I had my own, so she had fruit for me to take to work.  Sue has two friendly cats who are willing to cuddle after they get acquainted, but Sue was respectful that not everyone wants a cat on their bed and tried to keep Cricket, the cat, out of my room (but I kept letting her in). Everything in the house was very clean and tidy. The room has a bed, dresser and closet space. The bathroom is right across the hall. The neighborhood is quiet and safe. I really enjoyed getting to know Sue and having a comfortable space to rest my head after work. "
2894591,72474452,2016-05-02,29120906,Neil,"Sue did a good job making us feel welcome and at home.  Her spot-less  home and yard are  delightful.    The contentental  breakfast was served with a full view of her nicely landscaped yard.   The bed was extremly cozy and comfortable.  The home is located on a cul-de sac on a wooded hillside.   Sue was good for conversation, but left plenty of time for private moments."
2894591,76482302,2016-05-27,7882877,David,"Lovely place, was able to accommodate us driving down late from Portland. Squirrels and wildlife in the back yard. Note they have cats inside if you're allergic."
2894591,78171681,2016-06-05,66657884,Roy,"Sue greeted us at the door and opened her home to us.  Her home is clean and neat and located in a quiet suburb of Salem, Oregon but an easy drive to all conveniences.  We had a clean and neat 3/4 bath (shower, no tub) all to ourselves.  The bathroom was fully stocked with towels and other essentials.  We had plenty of hot running water to soothe our aching muscles after a lot of driving.  Sue provided coffee in the mornings and offered light breakfast fare."
2894591,78830962,2016-06-09,65285072,Jenny,Sue was an incredibly warm and inviting woman. She has truffles waiting bedside for you when you arrive as well as handmade soap to use. We really enjoyed her playful cats as well as the decor (much of which is handmade by her father!). Highly recommended stay.
2894591,79466098,2016-06-12,70009994,Carol,"I stayed at this Airbnb whilst taking a 3-day art class in Salem. My room and separate bathroom were clean, comfortable and offered privacy. The bed was wonderful and I slept well. The neighborhood was charming and very quiet. At my request, Sue was willing to place an armchair in the room for sitting and reading. She provided yogurt and fresh fruit for breakfast. The house is charmingly decorated and really cozy and I appreciated it not being overheated. The view from dining area to back garden is delightful, with many hanging squirrel and bird feeders and lots of active critters running around.
I found Sue to be an excellent host and entertaining conversationalist, with interesting stories of her times spent living in other countries.
If I ever go to Salem again and need accommodation, I would certainly enjoy returning to Sue's cozy home.
"
2894591,79695595,2016-06-13,214907,Christine,Sue welcomed us into her tranquil space and natural habitat for critter viewing. Meticulous bedroom with bath just across hall. Very gracious host. Lovely rest after long ride.
2894591,80156448,2016-06-16,18850382,David,"Excellent stay! Was just in town for one evening prior to some job interviews, and Sue not only provided a peaceful place to stay the night, but offered extremely helpful advice re: navigating downtown Salem's sometimes counter-intuitive parking scheme. The pot of coffee and light breakfast Sue put out in the morning were unexpected (but most welcome) treats.
Plus, Sue's two cats are delightful."
2894591,80300555,2016-06-17,44507523,Judith,"Great host, amazing home, beautiful yard. Comfortable room, Sue made me feel right at home. "
2894591,82059453,2016-06-26,79144626,Jacquelyn,"Although my stay was short, Sue made me feel very welcome and at home in her house."
2894591,82650930,2016-06-28,69284370,Emily,My stay with Sue was as if I had come to visit a friend I'd known for years. Sue combines professional efficiency and amazing cleanliness with a relaxed and considerate friendliness. I enjoyed watching TV with her in the evening but I also had freedom to simply sit out on her deck in the early morning with coffee she had ready by 6:10. She also had a nice array of fruit and breakfast breads all laid out for me so all I had to do was  enjoy the quiet time I always need in the morning.  My night's sleep was on a perfect bed in a perfectly quiet and woodsy neighborhood.
2894591,83141411,2016-07-01,79439955,Lisa,"Sue is an incredible host. She was welcoming, warm & friendly. The room & the rest of the house was clean, provide all I had expected and more. Sue goes above & beyond to help guests feel pampered."
2894591,84315617,2016-07-06,11634940,Diana,"Sue was a wonderful host - very accommodating and a delight to visit with. We were always filled in about details (keys, food, etc) and felt very welcome to make ourselves at home. Her home is open and spacious with a great view of the woods and lots of entertaining birds and squirrels to observe. The bed was very comfortable and we both slept well every night of our 5 night stay. "
2894591,85390595,2016-07-11,5230075,Dushyant,"Great place. Got my own bathroom. Very quiet. Sue was a great host. 
Even though my flight came in really late and I ended up reaching in middle of night Sue gave me a tour and helped me with all my questions. 

Would definitely recommend the place and host!"
2894591,85443751,2016-07-11,80537685,Fabien,"Sue is a very friendly host, she works hard to make everything perfect for your stay. Love her cats too."
2894591,88860265,2016-07-25,3240938,Sonia,"Sue was a great host.  She was friendly, welcoming, and very accommodating of our specific traveling needs.  She was flexible with arrival time and took a lot of care to make us feel at home.  For example, we needed to make some last-minute arts and crafts project for our friends' wedding, and she was able to help us find a location and some supplies in her house to work on the project.  Our plans were also in flux and she was able to work around that.  Highly recommend.  "
2894591,90242209,2016-07-31,53982041,Nihal,"Sue was a great host and very nice person. She made us feel welcome. We were able to chat briefly. She had good suggestions for our visit to the ocean side of Oregon. The house was very clean and quite well decorated. We had a private bathroom. The neighborhood was residential and quite. It was great for rest and relaxation. She offered us breakfast, but we had to leave early. Overall, it was a great experience. "
2894591,92177925,2016-08-07,32074463,Anne,"Sue welcomed me when I arrived and explained everything I needed to know as her guest.  Her home is immaculate and nicely decorated, in a very nice, well-located neighborhood.  The bedroom is lovely and the bed itself is very comfortable.  The bathroom is directly across the hall, with a nice glass shower.  Sue made me feel right at home.  She is a gracious host and I enjoyed chatting over a few meals with her during my week's stay.  Sue's cats, Cricket and Mr. Big are beautiful and it was nice looking out over her wooded back yard with the birds and squirrels Sue feeds.  I appreciated her generosity, including the good info she had to share about the area.  There are good reasons for Sue's many great reviews!

"
2894591,92544679,2016-08-09,32074463,Anne,"Sue welcomed me personally on my arrival and I quickly felt at home and at ease.  The neighborhood is quiet, pleasant and has convenient access to River Rd. S.  Sue's comfortable, nicely decorated home has large
windows that overlook a wooded area with bird (and squirrel!) feeders.  I enjoyed having breakfast and watching the critters, including Sue's beautiful cats, Cricket & Mr. Big. My room and bath (with lovely shower)
were spotless and tasteful.  Sue keeps a very clean, tidy house and takes care that guests' needs are well met.  Communication with Sue was fine, both before and during my stay.  She is a gracious host, whose company I thoroughly enjoyed - she tells a good story and is quick to laugh.  Sue is generous with her knowledge of the area, which I appreciated  as a newcomer to Salem.

thoroughly enjoyed- she tells a good story and we had some good laughs.
Sue 
Sue is generous with her knowledge of the area as well as her t"
2894591,93813688,2016-08-14,83757043,Kelly,"A quiet, neat little nook of Salem, Sue was an awesome hostess.  Her place was comfortable and welcoming.  We really enjoyed our stay!"
2894591,94468375,2016-08-15,28499013,Tao,Very nice and quiet room.  Sue is great host.  
2894591,96379487,2016-08-22,84178725,Peter,"Gorgeous home in a stunning locale.   Knowledgeable about local activities, accommodating, friendly, and warm, you couldn't ask for a better host than Sue. A delightful place to stay."
2894591,97030665,2016-08-25,50302576,Rud,"My girlfriend and I stopped here on a road trip. Sue was extremely accommodating with our difficult schedule, which relieved a lot of anxiety. She even left us coffee and breakfast in the morning! When we arrived the place was beautiful and immaculately clean. The neighborhood feels like it's tucked away in a deep forest, despite being just a short drive from downtown. We did not get to interact much with Sue, but her adorable cat was a great ambassador! "
2894591,98139480,2016-08-29,29765753,Sally,"
This was my second stay at Sue's cozy home and it was every bit as enjoyable as the first visit. The bed is very comfortable, the room is quiet, and the house is spotlessly clean. I again loved watching the wildlife out the of the picture windows and enjoyed the resident cats, Cricket and Mr. Big. Sue is a seasoned host, is easy going and great fun to visit with, but also respects privacy. Delicious coffee and scones for breakfast. "
2894591,98713104,2016-09-01,103280,Burdette,"Staying at Sue's place in South Salem was a wonderful experience.  She was a very gracious and thoughtful hostess and her home was wonderful.  The squirrels, the birds, and Sue's two beautiful cats provided us with wonderful entertainment and beauty.  Our space was super!
"
2894591,101008670,2016-09-11,94005712,Yu,"We were lucky to have Sue's place for the first Airbnb experience. Sue is very nice and kind. The room and bathroom are spotless. The delicious breakfast she provided was from local bakery, she even washed clothes for us. This was a wonderful Airbnb experience. "
2894591,103462298,2016-09-22,94502571,Nicole,"Staying at Sue's was my first experience with Airbnb. Needless to say I was very nervous. Sue was wonderful. She was kind, welcoming and made it very easy for me to adjust. I would love to stay with her again. She is definitely a super host! Thanks again to Cricket and Mr. Big. The cutes cats in the world. Also Sue's house was so beautiful. I could just stare at the backyard for hours. Its so peaceful."
